word_id,sentence_id,sentence,word,tag
2131,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",kaka-kilala,FIL
2132,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",ha,OTH
2133,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",pero,FIL
2134,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",kung,FIL
2135,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",magsalita,FIL
2136,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",kayo,FIL
2137,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",ng,FIL
2138,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",ganyan,FIL
2139,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",grabe,FIL
2140,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",kayo,FIL
2141,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",",",OTH
2142,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",sino,FIL
2143,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",ba,FIL
2144,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",kayo,FIL
2145,122,"hindi tayo personally na mag kaka-kilala ha pero kung magsalita kayo ng ganyan grabe kayo , sino ba kayo ?",?,OTH
2146,123,Shout out sa lahat ng naka AAP !,Shout,ENG
2147,123,Shout out sa lahat ng naka AAP !,out,ENG
2148,123,Shout out sa lahat ng naka AAP !,sa,FIL
2149,123,Shout out sa lahat ng naka AAP !,lahat,FIL
2150,123,Shout out sa lahat ng naka AAP !,ng,FIL
2151,123,Shout out sa lahat ng naka AAP !,naka,FIL
2152,123,Shout out sa lahat ng naka AAP !,AAP,OTH
2153,123,Shout out sa lahat ng naka AAP !,!,OTH
2154,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,Ang,FIL
2155,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,bilang,FIL
2156,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,ng,FIL
2157,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,mga,FIL
2158,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,namamatay,FIL
2159,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,ay,FIL
2160,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,bumaba,FIL
2161,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,sa,FIL
2162,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,pagitan,FIL
2163,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,ng,FIL
2164,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,at,FIL
2165,124,Ang bilang ng mga namamatay ay bumaba sa pagitan ng at .,.,OTH
2166,125,Ang Lusitania ay isang lalawigan ng .,Ang,FIL
2167,125,Ang Lusitania ay isang lalawigan ng .,Lusitania,OTH
2168,125,Ang Lusitania ay isang lalawigan ng .,ay,FIL
2169,125,Ang Lusitania ay isang lalawigan ng .,isang,FIL
2170,125,Ang Lusitania ay isang lalawigan ng .,lalawigan,FIL
2171,125,Ang Lusitania ay isang lalawigan ng .,ng,FIL
2172,125,Ang Lusitania ay isang lalawigan ng .,.,OTH
2173,126,Talagang traidor ang mga Intsik dito .,Talagang,FIL
2174,126,Talagang traidor ang mga Intsik dito .,traidor,FIL
2175,126,Talagang traidor ang mga Intsik dito .,ang,FIL
2176,126,Talagang traidor ang mga Intsik dito .,mga,FIL
2177,126,Talagang traidor ang mga Intsik dito .,Intsik,FIL
2178,126,Talagang traidor ang mga Intsik dito .,dito,FIL
2179,126,Talagang traidor ang mga Intsik dito .,.,OTH
2180,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",Maganda,FIL
2181,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ang,FIL
2182,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",pagkaka-construct,CS
2183,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ng,FIL
2184,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",joke,ENG
2185,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",",",OTH
2186,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",gumamit,FIL
2187,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",mg,FIL
2188,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",matatanghilagang,FIL
2189,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",salita,FIL
2190,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",para,FIL
2191,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",impactful,ENG
2192,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ang,FIL
2193,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",joke,ENG
2194,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",niya,FIL
2195,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",",",OTH
2196,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ang,FIL
2197,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",delivery,ENG
2198,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",at,FIL
2199,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",timing,ENG
2200,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ay,FIL
2201,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",on,ENG
2202,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",point,ENG
2203,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",",",OTH
2204,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",madaling,FIL
2205,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",ma-gets,CS
2206,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",at,FIL
2207,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",higit,FIL
2208,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",sa,FIL
2209,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",lahat,FIL
2210,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",",",OTH
2211,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",relatable,ENG
2212,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",siya,FIL
2213,127,"Maganda ang pagkaka-construct ng joke , gumamit mg matatanghilagang salita para impactful ang joke niya , ang delivery at timing ay on point , madaling ma-gets at higit sa lahat , relatable siya .",.,OTH
2214,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,Bistado,FIL
2215,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,ang,FIL
2216,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,babaeng,FIL
2217,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,Thai,OTH
2218,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,na,FIL
2219,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,nagtangkang,FIL
2220,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,magpuslit,FIL
2221,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,ng,FIL
2222,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,milyon-milyong,FIL
2223,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,pisong,FIL
2224,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,halaga,FIL
2225,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,ng,FIL
2226,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,droga,FIL
2227,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,sa,FIL
2228,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,Ninoy,OTH
2229,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,Aquino,OTH
2230,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,International,ENG
2231,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,Airport,ENG
2232,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,(,OTH
2233,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,NAIA,OTH
2234,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,),OTH
2235,128,Bistado ang babaeng Thai na nagtangkang magpuslit ng milyon-milyong pisong halaga ng droga sa Ninoy Aquino International Airport ( NAIA ) .,.,OTH
2236,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",nag-promise,CS
2237,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",ang,FIL
2238,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",japan,OTH
2239,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",ng,FIL
2240,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",independence,ENG
2241,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",at,FIL
2242,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",tinatag,FIL
2243,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",ang,FIL
2244,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",PCPI,OTH
2245,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",",",OTH
2246,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",isa,FIL
2247,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",si,FIL
2248,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",aquino,OTH
2249,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",sa,FIL
2250,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",narecruit,CS
2251,129,"nag-promise ang japan ng independence at tinatag ang PCPI , isa si aquino sa narecruit .",.,OTH
2252,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,Ang,FIL
2253,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,kaparusahang,FIL
2254,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,ito,FIL
2255,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,ay,FIL
2256,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,hindi,FIL
2257,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,matatagpuan,FIL
2258,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,sa,FIL
2259,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,Quran,OTH
2260,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,kundi,FIL
2261,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,ang,FIL
2262,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,binabanggit,FIL
2263,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,ay,FIL
2264,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,dalawang,FIL
2265,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,magkaibang,FIL
2266,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,parusa,FIL
2267,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,sa,FIL
2268,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,pangangalunya,FIL
2269,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,na,FIL
2270,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,paghataw,FIL
2271,130,Ang kaparusahang ito ay hindi matatagpuan sa Quran kundi ang binabanggit ay dalawang magkaibang parusa sa pangangalunya na paghataw .,.,OTH
2272,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,Umaasa,FIL
2273,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,ang,FIL
2274,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,grupo,FIL
2275,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,ng,FIL
2276,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,mga,FIL
2277,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,poultry,ENG
2278,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,raiser,ENG
2279,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,na,FIL
2280,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,makakabawi,FIL
2281,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,na,FIL
2282,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,sila,FIL
2283,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,sa,FIL
2284,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,kita,FIL
2285,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,matapos,FIL
2286,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,luwagan,FIL
2287,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,ang,FIL
2288,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,pagbiyahe,FIL
2289,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,ng,FIL
2290,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,hayop,FIL
2291,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,galing,FIL
2292,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,sa,FIL
2293,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,mga,FIL
2294,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,lugar,FIL
2295,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,na,FIL
2296,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,tinamaan,FIL
2297,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,noon,FIL
2298,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,ng,FIL
2299,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,bird,ENG
2300,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,flu,ENG
2301,131,Umaasa ang grupo ng mga poultry raiser na makakabawi na sila sa kita matapos luwagan ang pagbiyahe ng hayop galing sa mga lugar na tinamaan noon ng bird flu .,.,OTH
2302,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",Ra,FIL
2303,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ulo,FIL
2304,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ka,FIL
2305,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",Leo,OTH
2306,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ikaw,FIL
2307,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",na,FIL
2308,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",nga,FIL
2309,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ginawan,FIL
2310,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ng,FIL
2311,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",favor,ENG
2312,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",",",OTH
2313,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",ikaw,FIL
2314,132,"Ra ulo ka Leo ikaw na nga ginawan ng favor , ikaw pa ang nang ggalaiti sa glitany tym pwd ka nyan ilaglag , wala na rin nman yan kay Franco ikaw dami mawwala sayo , kulong kapa",pa,FIL
